【AV直播】,#genre#
56,https://d862cp.cdnedge.live/file/avple-images/hls/624bef3d528c292827c459d7/playlist.m3u8
57,https://je40u.cdnedge.live/file/avple-images/hls/624beec5528c292827c459d6/playlist.m3u8
58,https://10j99.cdnedge.live/file/avple-images/hls/624bedd5528c292827c459d5/playlist.m3u8
59,https://8bb88.cdnedge.live/file/avple-images/hls/624bea18528c292827c459d4/playlist.m3u8
60,https://8bb88.cdnedge.live/file/avple-images/hls/624be925528c292827c459d2/playlist.m3u8
61,https://10j99.cdnedge.live/file/avple-images/hls/6249a0b0eb0b5f202d561616/playlist.m3u8
62,https://10j99.cdnedge.live/file/avple-images/hls/6249a0b0eb0b5f202d561612/playlist.m3u8
63,https://u89ey.cdnedge.live/file/avple-images/hls/6249a0b0eb0b5f202d56161a/playlist.m3u8
64,https://w9n76.cdnedge.live/file/avple-images/hls/6249a0b0eb0b5f202d561613/playlist.m3u8
65,https://10j99.cdnedge.live/file/avple-images/hls/6249a0b0eb0b5f202d56160c/playlist.m3u8
66,https://d862cp.cdnedge.live/file/avple-images/hls/6249a0afeb0b5f202d561608/playlist.m3u8
67,https://10j99.cdnedge.live/file/avple-images/hls/6249a0afeb0b5f202d561606/playlist.m3u8
68,https://u89ey.cdnedge.live/file/avple-images/hls/6249a0afeb0b5f202d561603/playlist.m3u8
69,https://d862cp.cdnedge.live/file/avple-images/hls/6249963dcf66f04e1354bd2e/playlist.m3u8
70,https://1xp60.cdnedge.live/file/avple-images/hls/62494437cb995938b9053409/playlist.m3u8
71,https://e2fa6.cdnedge.live/file/avple-images/hls/624941a2cb995938b9053408/playlist.m3u8
72,https://q2cyl7.cdnedge.live/file/avple-images/hls/62493f0fcb995938b9053405/playlist.m3u8
73,https://1xp60.cdnedge.live/file/avple-images/hls/62493da7cb995938b9053404/playlist.m3u8
74,https://d862cp.cdnedge.live/file/avple-images/hls/62493cf3cb995938b9053402/playlist.m3u8
75,https://w9n76.cdnedge.live/file/avple-images/hls/62493d33cb995938b9053403/playlist.m3u8
76,https://w9n76.cdnedge.live/file/avple-images/hls/62493c7bcb995938b9053401/playlist.m3u8
77,https://10j99.cdnedge.live/file/avple-images/hls/62492b62ac4583340eae9cc1/playlist.m3u8
78,https://je40u.cdnedge.live/file/avple-images/hls/62492ae9ac4583340eae9cc0/playlist.m3u8
79,https://1xp60.cdnedge.live/file/avple-images/hls/6249250addaa1830ff7bacba/playlist.m3u8
80,https://d862cp.cdnedge.live/file/avple-images/hls/6249250addaa1830ff7bacb9/playlist.m3u8
81,https://w9n76.cdnedge.live/file/avple-images/hls/6249250addaa1830ff7bacb7/playlist.m3u8
82,https://zo392.cdnedge.live/file/avple-images/hls/6249250addaa1830ff7bacb8/playlist.m3u8
83,https://1xp60.cdnedge.live/file/avple-images/hls/62492509ddaa1830ff7bacb5/playlist.m3u8
84,https://8bb88.cdnedge.live/file/avple-images/hls/62492509ddaa1830ff7bacb4/playlist.m3u8
85,https://d862cp.cdnedge.live/file/avple-images/hls/624908e9ecadf8296558c708/playlist.m3u8
86,https://w9n76.cdnedge.live/file/avple-images/hls/6246e3c7abd4e014b3b11183/playlist.m3u8
87,https://zo392.cdnedge.live/file/avple-images/hls/6246e3c7abd4e014b3b11182/playlist.m3u8
88,https://8bb88.cdnedge.live/file/avple-images/hls/624591930ea8e533f480f47a/playlist.m3u8
89,https://w9n76.cdnedge.live/file/avple-images/hls/624590a38fe3f433a0be0548/playlist.m3u8
90,https://zo392.cdnedge.live/file/avple-images/hls/62458ff075952a3335b0c45b/playlist.m3u8
91,https://1xp60.cdnedge.live/file/avple-images/hls/62458f4f9b1b3e33192a301e/playlist.m3u8
92,https://w9n76.cdnedge.live/file/avple-images/hls/624426335b4805561493005a/playlist.m3u8
93,https://u89ey.cdnedge.live/file/avple-images/hls/624426335b48055614930059/playlist.m3u8
94,https://8bb88.cdnedge.live/file/avple-images/hls/6242fdf2e092281092d3775a/playlist.m3u8
95,https://je40u.cdnedge.live/file/avple-images/hls/6241c035d6283a39fd9e3c24/playlist.m3u8
96,https://1xp60.cdnedge.live/file/avple-images/hls/6241c035d6283a39fd9e3c25/playlist.m3u8
97,https://10j99.cdnedge.live/file/avple-images/hls/6242c49f32e7237a7bdd24b8/playlist.m3u8
98,https://zo392.cdnedge.live/file/avple-images/hls/6242c7d80de0ad7cfd08f0bb/playlist.m3u8
99,https://1xp60.cdnedge.live/file/avple-images/hls/6242c68b1226727c1d866b6c/playlist.m3u8
100,https://1xp60.cdnedge.live/file/avple-images/hls/6242c6881226727c1d866b6a/playlist.m3u8
101,https://w9n76.cdnedge.live/file/avple-images/hls/6242c68a1226727c1d866b6b/playlist.m3u8
102,https://q2cyl7.cdnedge.live/file/avple-images/hls/6242c580f371357b01d05a0d/playlist.m3u8
103,https://10j99.cdnedge.live/file/avple-images/hls/6242c3af81f80f77774148d0/playlist.m3u8
104,https://8bb88.cdnedge.live/file/avple-images/hls/6242c24981f80f77774148cf/playlist.m3u8
105,https://je40u.cdnedge.live/file/avple-images/hls/6242c0df81f80f77774148cb/playlist.m3u8
106,https://1xp60.cdnedge.live/file/avple-images/hls/6242c20a81f80f77774148ce/playlist.m3u8
107,https://u89ey.cdnedge.live/file/avple-images/hls/6242c15681f80f77774148cd/playlist.m3u8
108,https://e2fa6.cdnedge.live/file/avple-images/hls/6242c11b81f80f77774148cc/playlist.m3u8
109,https://e2fa6.cdnedge.live/file/avple-images/hls/6241c035d6283a39fd9e3c2b/playlist.m3u8
110,https://je40u.cdnedge.live/file/avple-images/hls/6241c035d6283a39fd9e3c2a/playlist.m3u8
111,https://w9n76.cdnedge.live/file/avple-images/hls/6241c035d6283a39fd9e3c29/playlist.m3u8
112,https://q2cyl7.cdnedge.live/file/avple-images/hls/6241c035d6283a39fd9e3c23/playlist.m3u8
113,https://q2cyl7.cdnedge.live/file/avple-images/hls/6241c035d6283a39fd9e3c28/playlist.m3u8
114,https://q2cyl7.cdnedge.live/file/avple-images/hls/6241c035d6283a39fd9e3c27/playlist.m3u8
115,https://zo392.cdnedge.live/file/avple-images/hls/6241c035d6283a39fd9e3c26/playlist.m3u8
116,https://d862cp.cdnedge.live/file/avple-images/hls/623e7c9676b51e756d5edc09/playlist.m3u8
117,https://q2cyl7.cdnedge.live/file/avple-images/hls/623e76bb76b51e756d5edc00/playlist.m3u8
118,https://q2cyl7.cdnedge.live/file/avple-images/hls/623e785e76b51e756d5edc04/playlist.m3u8
119,https://q2cyl7.cdnedge.live/file/avple-images/hls/623e7c1e76b51e756d5edc08/playlist.m3u8
120,https://e2fa6.cdnedge.live/file/avple-images/hls/623e7be276b51e756d5edc07/playlist.m3u8
121,https://je40u.cdnedge.live/file/avple-images/hls/623e789a76b51e756d5edc05/playlist.m3u8
122,https://8bb88.cdnedge.live/file/avple-images/hls/623e77aa76b51e756d5edc03/playlist.m3u8
123,https://d862cp.cdnedge.live/file/avple-images/hls/623e773276b51e756d5edc01/playlist.m3u8
124,https://q2cyl7.cdnedge.live/file/avple-images/hls/623e78d776b51e756d5edc06/playlist.m3u8
125,https://je40u.cdnedge.live/file/avple-images/hls/623e776e76b51e756d5edc02/playlist.m3u8
126,https://d862cp.cdnedge.live/file/avple-images/hls/623e751676b51e756d5edbfc/playlist.m3u8
127,https://8bb88.cdnedge.live/file/avple-images/hls/623e755276b51e756d5edbfd/playlist.m3u8
128,https://zo392.cdnedge.live/file/avple-images/hls/623e746276b51e756d5edbfb/playlist.m3u8
129,https://je40u.cdnedge.live/file/avple-images/hls/623aa3bea36ac22379912387/playlist.m3u8
130,https://e2fa6.cdnedge.live/file/avple-images/hls/623aa30aa36ac22379912385/playlist.m3u8
131,https://q2cyl7.cdnedge.live/file/avple-images/hls/623aa436a36ac22379912388/playlist.m3u8
132,https://d862cp.cdnedge.live/file/avple-images/hls/623aa346a36ac22379912386/playlist.m3u8
133,https://q2cyl7.cdnedge.live/file/avple-images/hls/623aa292a36ac22379912384/playlist.m3u8
134,https://e2fa6.cdnedge.live/file/avple-images/hls/623aa21aa36ac22379912383/playlist.m3u8
135,https://d862cp.cdnedge.live/file/avple-images/hls/623aa076a36ac22379912382/playlist.m3u8
136,https://e2fa6.cdnedge.live/file/avple-images/hls/623926a6a14fb341a31f13dd/playlist.m3u8
137,https://8bb88.cdnedge.live/file/avple-images/hls/623926e2a14fb341a31f13de/playlist.m3u8
138,https://q2cyl7.cdnedge.live/file/avple-images/hls/6239262ea14fb341a31f13dc/playlist.m3u8
139,https://1xp60.cdnedge.live/file/avple-images/hls/623925f3a14fb341a31f13db/playlist.m3u8
140,https://e2fa6.cdnedge.live/file/avple-images/hls/6239257ba14fb341a31f13da/playlist.m3u8
141,https://10j99.cdnedge.live/file/avple-images/hls/6238258a3f90d26204d0e67d/playlist.m3u8
142,https://8bb88.cdnedge.live/file/avple-images/hls/6238249a3f90d26204d0e67a/playlist.m3u8
143,https://w9n76.cdnedge.live/file/avple-images/hls/623825123f90d26204d0e67b/playlist.m3u8
144,https://8bb88.cdnedge.live/file/avple-images/hls/6238254e3f90d26204d0e67c/playlist.m3u8
145,https://u89ey.cdnedge.live/file/avple-images/hls/6238245f3f90d26204d0e679/playlist.m3u8
146,https://8bb88.cdnedge.live/file/avple-images/hls/623824223f90d26204d0e678/playlist.m3u8
147,https://w9n76.cdnedge.live/file/avple-images/hls/6238236f3f90d26204d0e676/playlist.m3u8
148,https://w9n76.cdnedge.live/file/avple-images/hls/623823aa3f90d26204d0e677/playlist.m3u8
149,https://10j99.cdnedge.live/file/avple-images/hls/623822bb3f90d26204d0e675/playlist.m3u8
150,https://8bb88.cdnedge.live/file/avple-images/hls/6236af7a1222e41c629a9325/playlist.m3u8
151,https://e2fa6.cdnedge.live/file/avple-images/hls/6236af021222e41c629a9324/playlist.m3u8
152,https://10j99.cdnedge.live/file/avple-images/hls/6236afb61222e41c629a9326/playlist.m3u8
153,https://u89ey.cdnedge.live/file/avple-images/hls/6236b11e1222e41c629a932a/playlist.m3u8
154,https://1xp60.cdnedge.live/file/avple-images/hls/6236aff21222e41c629a9327/playlist.m3u8
155,https://u89ey.cdnedge.live/file/avple-images/hls/6236b0a61222e41c629a9329/playlist.m3u8
156,https://q2cyl7.cdnedge.live/file/avple-images/hls/6236b06a1222e41c629a9328/playlist.m3u8
157,https://q2cyl7.cdnedge.live/file/avple-images/hls/6236ae8a1222e41c629a9323/playlist.m3u8
158,https://1xp60.cdnedge.live/file/avple-images/hls/62350706ecafc64f34ef85bd/playlist.m3u8
159,https://10j99.cdnedge.live/file/avple-images/hls/623506caecafc64f34ef85bc/playlist.m3u8
160,https://u89ey.cdnedge.live/file/avple-images/hls/62350655ecafc64f34ef85bb/playlist.m3u8
161,https://1xp60.cdnedge.live/file/avple-images/hls/6235062decafc64f34ef85ba/playlist.m3u8
162,https://q2cyl7.cdnedge.live/file/avple-images/hls/6235059eecafc64f34ef85b9/playlist.m3u8
163,https://je40u.cdnedge.live/file/avple-images/hls/62350561ecafc64f34ef85b8/playlist.m3u8
164,https://u89ey.cdnedge.live/file/avple-images/hls/6233cadaaefa78093f9ffdd5/playlist.m3u8
165,https://u89ey.cdnedge.live/file/avple-images/hls/6233ca29aefa78093f9ffdd3/playlist.m3u8
166,https://q2cyl7.cdnedge.live/file/avple-images/hls/6233ca63aefa78093f9ffdd4/playlist.m3u8
167,https://e2fa6.cdnedge.live/file/avple-images/hls/6233c9aeaefa78093f9ffdd2/playlist.m3u8
168,https://je40u.cdnedge.live/file/avple-images/hls/6233c8faaefa78093f9ffdd1/playlist.m3u8
169,https://zo392.cdnedge.live/file/avple-images/hls/6233c882aefa78093f9ffdd0/playlist.m3u8
170,https://10j99.cdnedge.live/file/avple-images/hls/6233c80aaefa78093f9ffdcf/playlist.m3u8
171,https://8bb88.cdnedge.live/file/avple-images/hls/6233c791aefa78093f9ffdce/playlist.m3u8
172,https://q2cyl7.cdnedge.live/file/avple-images/hls/62323bb68cc9324f49436133/playlist.m3u8
173,https://zo392.cdnedge.live/file/avple-images/hls/62323c6a8cc9324f49436135/playlist.m3u8
174,https://w9n76.cdnedge.live/file/avple-images/hls/62323ac78cc9324f49436130/playlist.m3u8
175,https://1xp60.cdnedge.live/file/avple-images/hls/62323b7a8cc9324f49436132/playlist.m3u8
176,https://10j99.cdnedge.live/file/avple-images/hls/62323b028cc9324f49436131/playlist.m3u8
177,https://8bb88.cdnedge.live/file/avple-images/hls/62323a8b8cc9324f4943612f/playlist.m3u8
178,https://u89ey.cdnedge.live/file/avple-images/hls/62323bf28cc9324f49436134/playlist.m3u8
179,https://1xp60.cdnedge.live/file/avple-images/hls/623239d98cc9324f4943612d/playlist.m3u8
180,https://e2fa6.cdnedge.live/file/avple-images/hls/62323a128cc9324f4943612e/playlist.m3u8



【麻豆映画09】,#genre#
01,https://d862cp.cdnedge.live/file/avple-images/hls/622fca68e14ae771445e4800/playlist.m3u8
02,https://e2fa6.cdnedge.live/file/avple-images/hls/622fc8c1e14ae771445e47fd/playlist.m3u8
03,https://8bb88.cdnedge.live/file/avple-images/hls/622fc84ae14ae771445e47fc/playlist.m3u8
04,https://d862cp.cdnedge.live/file/avple-images/hls/622fc71ee14ae771445e47fb/playlist.m3u8
05,https://10j99.cdnedge.live/file/avple-images/hls/622fc6e2e14ae771445e47fa/playlist.m3u8
06,https://u89ey.cdnedge.live/file/avple-images/hls/622fc66ae14ae771445e47f9/playlist.m3u8
07,https://10j99.cdnedge.live/file/avple-images/hls/622fc62ee14ae771445e47f8/playlist.m3u8
08,https://u89ey.cdnedge.live/file/avple-images/hls/622d4a52e5f4997685910d1b/playlist.m3u8
09,https://1xp60.cdnedge.live/file/avple-images/hls/622d4a16e5f4997685910d1a/playlist.m3u8
10,https://10j99.cdnedge.live/file/avple-images/hls/622d48eae5f4997685910d17/playlist.m3u8
11,https://8bb88.cdnedge.live/file/avple-images/hls/622d4872e5f4997685910d16/playlist.m3u8
12,https://q2cyl7.cdnedge.live/file/avple-images/hls/622d47bee5f4997685910d14/playlist.m3u8
13,https://d862cp.cdnedge.live/file/avple-images/hls/622d4746e5f4997685910d13/playlist.m3u8
14,https://8bb88.cdnedge.live/file/avple-images/hls/622d4836e5f4997685910d15/playlist.m3u8
15,https://u89ey.cdnedge.live/file/avple-images/hls/622d470ae5f4997685910d12/playlist.m3u8
16,https://w9n76.cdnedge.live/file/avple-images/hls/622b643b99043721e41f4770/playlist.m3u8
17,https://d862cp.cdnedge.live/file/avple-images/hls/622b616c99043721e41f476c/playlist.m3u8
18,https://8bb88.cdnedge.live/file/avple-images/hls/622b5fc699043721e41f4769/playlist.m3u8
19,https://1xp60.cdnedge.live/file/avple-images/hls/622b661b99043721e41f4772/playlist.m3u8
20,https://u89ey.cdnedge.live/file/avple-images/hls/622b656699043721e41f4771/playlist.m3u8
21,https://d862cp.cdnedge.live/file/avple-images/hls/622b634a99043721e41f476f/playlist.m3u8
22,https://10j99.cdnedge.live/file/avple-images/hls/622b62d399043721e41f476e/playlist.m3u8
23,https://u89ey.cdnedge.live/file/avple-images/hls/622b61e299043721e41f476d/playlist.m3u8
24,https://u89ey.cdnedge.live/file/avple-images/hls/622b612f99043721e41f476b/playlist.m3u8
25,https://8bb88.cdnedge.live/file/avple-images/hls/622b603e99043721e41f476a/playlist.m3u8
26,https://1xp60.cdnedge.live/file/avple-images/hls/622b5dab99043721e41f4765/playlist.m3u8
27,https://w9n76.cdnedge.live/file/avple-images/hls/622b5de999043721e41f4766/playlist.m3u8
28,https://1xp60.cdnedge.live/file/avple-images/hls/62287aaeac9a2544846bbfab/playlist.m3u8
29,https://u89ey.cdnedge.live/file/avple-images/hls/62287a72ac9a2544846bbfaa/playlist.m3u8
30,https://e2fa6.cdnedge.live/file/avple-images/hls/622879bfac9a2544846bbfa8/playlist.m3u8
31,https://e2fa6.cdnedge.live/file/avple-images/hls/62266f52c4dfd90d53d40fc1/playlist.m3u8
32,https://je40u.cdnedge.live/file/avple-images/hls/62266f8ec4dfd90d53d40fc2/playlist.m3u8
33,https://8bb88.cdnedge.live/file/avple-images/hls/62266edac4dfd90d53d40fc0/playlist.m3u8
34,https://w9n76.cdnedge.live/file/avple-images/hls/62266e62c4dfd90d53d40fbf/playlist.m3u8
35,https://8bb88.cdnedge.live/file/avple-images/hls/62266e26c4dfd90d53d40fbe/playlist.m3u8
36,https://je40u.cdnedge.live/file/avple-images/hls/62266daec4dfd90d53d40fbd/playlist.m3u8
37,https://10j99.cdnedge.live/file/avple-images/hls/62266d37c4dfd90d53d40fbc/playlist.m3u8
38,https://je40u.cdnedge.live/file/avple-images/hls/62266cfac4dfd90d53d40fbb/playlist.m3u8
39,https://je40u.cdnedge.live/file/avple-images/hls/62246e82c6370a74fa39c70f/playlist.m3u8
40,https://je40u.cdnedge.live/file/avple-images/hls/6224736ec6370a74fa39c717/playlist.m3u8
41,https://1xp60.cdnedge.live/file/avple-images/hls/62247332c6370a74fa39c716/playlist.m3u8
42,https://zo392.cdnedge.live/file/avple-images/hls/6224709ec6370a74fa39c715/playlist.m3u8
43,https://zo392.cdnedge.live/file/avple-images/hls/62246e0ac6370a74fa39c70e/playlist.m3u8
44,https://8bb88.cdnedge.live/file/avple-images/hls/62246d92c6370a74fa39c70d/playlist.m3u8
45,https://zo392.cdnedge.live/file/avple-images/hls/62246d56c6370a74fa39c70c/playlist.m3u8
46,https://10j99.cdnedge.live/file/avple-images/hls/62247026c6370a74fa39c714/playlist.m3u8
47,https://u89ey.cdnedge.live/file/avple-images/hls/62246faec6370a74fa39c712/playlist.m3u8
48,https://w9n76.cdnedge.live/file/avple-images/hls/62246feac6370a74fa39c713/playlist.m3u8
49,https://8bb88.cdnedge.live/file/avple-images/hls/62246f36c6370a74fa39c711/playlist.m3u8
50,https://d862cp.cdnedge.live/file/avple-images/hls/62246efac6370a74fa39c710/playlist.m3u8
51,https://1xp60.cdnedge.live/file/avple-images/hls/622311861fdb77263ccb386d/playlist.m3u8
52,https://je40u.cdnedge.live/file/avple-images/hls/6223101e1fdb77263ccb386a/playlist.m3u8
53,https://e2fa6.cdnedge.live/file/avple-images/hls/622310d31fdb77263ccb386c/playlist.m3u8
54,https://8bb88.cdnedge.live/file/avple-images/hls/622310611fdb77263ccb386b/playlist.m3u8
55,https://zo392.cdnedge.live/file/avple-images/hls/62230f6b1fdb77263ccb3868/playlist.m3u8
56,https://zo392.cdnedge.live/file/avple-images/hls/62230eb61fdb77263ccb3866/playlist.m3u8
57,https://je40u.cdnedge.live/file/avple-images/hls/62230f2e1fdb77263ccb3867/playlist.m3u8
58,https://je40u.cdnedge.live/file/avple-images/hls/62230e3e1fdb77263ccb3865/playlist.m3u8
59,https://u89ey.cdnedge.live/file/avple-images/hls/62230dc61fdb77263ccb3864/playlist.m3u8
60,https://1xp60.cdnedge.live/file/avple-images/hls/62230d8a1fdb77263ccb3863/playlist.m3u8
61,https://10j99.cdnedge.live/file/avple-images/hls/621f6da6532bec088eaa2e8b/playlist.m3u8
62,https://w9n76.cdnedge.live/file/avple-images/hls/621f6d2e532bec088eaa2e8a/playlist.m3u8
63,https://d862cp.cdnedge.live/file/avple-images/hls/621f6c7a532bec088eaa2e88/playlist.m3u8
64,https://10j99.cdnedge.live/file/avple-images/hls/621e13b70b43873ee3783be8/playlist.m3u8
65,https://e2fa6.cdnedge.live/file/avple-images/hls/621e1f320b43873ee3783bf8/playlist.m3u8
66,https://e2fa6.cdnedge.live/file/avple-images/hls/621e1eba0b43873ee3783bf7/playlist.m3u8
67,https://e2fa6.cdnedge.live/file/avple-images/hls/621e1c9e0b43873ee3783bf5/playlist.m3u8
68,https://zo392.cdnedge.live/file/avple-images/hls/621e1c620b43873ee3783bf4/playlist.m3u8
69,https://d862cp.cdnedge.live/file/avple-images/hls/621e1b360b43873ee3783bf2/playlist.m3u8
70,https://1xp60.cdnedge.live/file/avple-images/hls/621e18660b43873ee3783bf1/playlist.m3u8
71,https://d862cp.cdnedge.live/file/avple-images/hls/621e17ee0b43873ee3783bf0/playlist.m3u8
72,https://zo392.cdnedge.live/file/avple-images/hls/621e189a833cfd3eefe736a3/playlist.m3u8
73,https://8bb88.cdnedge.live/file/avple-images/hls/621e17b40b43873ee3783bef/playlist.m3u8
74,https://10j99.cdnedge.live/file/avple-images/hls/621e16860b43873ee3783bed/playlist.m3u8
75,https://1xp60.cdnedge.live/file/avple-images/hls/621e173a0b43873ee3783bee/playlist.m3u8
76,https://u89ey.cdnedge.live/file/avple-images/hls/621e160f0b43873ee3783bec/playlist.m3u8
77,https://10j99.cdnedge.live/file/avple-images/hls/621e15960b43873ee3783beb/playlist.m3u8
78,https://10j99.cdnedge.live/file/avple-images/hls/621e14e20b43873ee3783bea/playlist.m3u8
79,https://w9n76.cdnedge.live/file/avple-images/hls/621e146a0b43873ee3783be9/playlist.m3u8
80,https://w9n76.cdnedge.live/file/avple-images/hls/621e133f0b43873ee3783be7/playlist.m3u8
81,https://10j99.cdnedge.live/file/avple-images/hls/621e12c60b43873ee3783be6/playlist.m3u8
82,https://d862cp.cdnedge.live/file/avple-images/hls/6219e9c6b9e8e9119a2f1fe8/playlist.m3u8
83,https://10j99.cdnedge.live/file/avple-images/hls/6219ebe2b9e8e9119a2f1fee/playlist.m3u8
84,https://zo392.cdnedge.live/file/avple-images/hls/6219eba7b9e8e9119a2f1fed/playlist.m3u8
85,https://10j99.cdnedge.live/file/avple-images/hls/6219eb6ab9e8e9119a2f1fec/playlist.m3u8
86,https://q2cyl7.cdnedge.live/file/avple-images/hls/6219e98ab9e8e9119a2f1fe7/playlist.m3u8
87,https://je40u.cdnedge.live/file/avple-images/hls/6219eab6b9e8e9119a2f1fea/playlist.m3u8
88,https://10j99.cdnedge.live/file/avple-images/hls/6219eaf2b9e8e9119a2f1feb/playlist.m3u8
89,https://q2cyl7.cdnedge.live/file/avple-images/hls/6219ea7ab9e8e9119a2f1fe9/playlist.m3u8
90,https://10j99.cdnedge.live/file/avple-images/hls/6219e85eb9e8e9119a2f1fe4/playlist.m3u8
91,https://d862cp.cdnedge.live/file/avple-images/hls/6219e7e6b9e8e9119a2f1fe3/playlist.m3u8
92,https://u89ey.cdnedge.live/file/avple-images/hls/6219e76eb9e8e9119a2f1fe2/playlist.m3u8
93,https://u89ey.cdnedge.live/file/avple-images/hls/6219e6f5b9e8e9119a2f1fe1/playlist.m3u8
94,https://1xp60.cdnedge.live/file/avple-images/hls/62173262336b5d6ff709b37a/playlist.m3u8
95,https://1xp60.cdnedge.live/file/avple-images/hls/621731ea336b5d6ff709b379/playlist.m3u8
96,https://d862cp.cdnedge.live/file/avple-images/hls/621731ae336b5d6ff709b378/playlist.m3u8
97,https://u89ey.cdnedge.live/file/avple-images/hls/6215b8cecef8321ac4bf99a9/playlist.m3u8
98,https://q2cyl7.cdnedge.live/file/avple-images/hls/6215b892cef8321ac4bf99a8/playlist.m3u8
99,https://d862cp.cdnedge.live/file/avple-images/hls/6215b81bcef8321ac4bf99a7/playlist.m3u8
100,https://je40u.cdnedge.live/file/avple-images/hls/6215b7a2cef8321ac4bf99a6/playlist.m3u8
101,https://je40u.cdnedge.live/file/avple-images/hls/6215b72acef8321ac4bf99a5/playlist.m3u8
102,https://e2fa6.cdnedge.live/file/avple-images/hls/6215b6eecef8321ac4bf99a4/playlist.m3u8
103,https://8bb88.cdnedge.live/file/avple-images/hls/6215b6b3cef8321ac4bf99a3/playlist.m3u8
104,https://q2cyl7.cdnedge.live/file/avple-images/hls/6215b63acef8321ac4bf99a2/playlist.m3u8
105,https://zo392.cdnedge.live/file/avple-images/hls/6215ac26cef8321ac4bf999f/playlist.m3u8
106,https://e2fa6.cdnedge.live/file/avple-images/hls/6215ac63cef8321ac4bf99a0/playlist.m3u8
107,https://q2cyl7.cdnedge.live/file/avple-images/hls/6215abafcef8321ac4bf999e/playlist.m3u8
108,https://1xp60.cdnedge.live/file/avple-images/hls/6215ab72cef8321ac4bf999d/playlist.m3u8
109,https://d862cp.cdnedge.live/file/avple-images/hls/6211ae465e73c82284228828/playlist.m3u8
110,https://8bb88.cdnedge.live/file/avple-images/hls/6211adce5e73c82284228827/playlist.m3u8
111,https://e2fa6.cdnedge.live/file/avple-images/hls/6211ad1a5e73c82284228825/playlist.m3u8
112,https://zo392.cdnedge.live/file/avple-images/hls/6211ae3ab0d135228b7be61a/playlist.m3u8
113,https://w9n76.cdnedge.live/file/avple-images/hls/6211ad925e73c82284228826/playlist.m3u8
114,https://10j99.cdnedge.live/file/avple-images/hls/62104c9a9d14d648884aa814/playlist.m3u8
115,https://d862cp.cdnedge.live/file/avple-images/hls/62104fa69d14d648884aa81d/playlist.m3u8
116,https://e2fa6.cdnedge.live/file/avple-images/hls/62104f2e9d14d648884aa81c/playlist.m3u8
117,https://10j99.cdnedge.live/file/avple-images/hls/62104ef39d14d648884aa81b/playlist.m3u8
118,https://1xp60.cdnedge.live/file/avple-images/hls/62104eb79d14d648884aa81a/playlist.m3u8
119,https://q2cyl7.cdnedge.live/file/avple-images/hls/62104e7c9d14d648884aa819/playlist.m3u8
120,https://w9n76.cdnedge.live/file/avple-images/hls/62104d4e9d14d648884aa816/playlist.m3u8
121,https://u89ey.cdnedge.live/file/avple-images/hls/62104c229d14d648884aa813/playlist.m3u8
122,https://e2fa6.cdnedge.live/file/avple-images/hls/62104cd69d14d648884aa815/playlist.m3u8
123,https://q2cyl7.cdnedge.live/file/avple-images/hls/62104e029d14d648884aa818/playlist.m3u8
124,https://u89ey.cdnedge.live/file/avple-images/hls/620c662bd0ea7c7d841b2f3c/playlist.m3u8
125,https://e2fa6.cdnedge.live/file/avple-images/hls/620c65b2d0ea7c7d841b2f3b/playlist.m3u8
126,https://zo392.cdnedge.live/file/avple-images/hls/620c6576d0ea7c7d841b2f3a/playlist.m3u8
127,https://d862cp.cdnedge.live/file/avple-images/hls/620c64c2d0ea7c7d841b2f39/playlist.m3u8
128,https://10j99.cdnedge.live/file/avple-images/hls/620c63d2d0ea7c7d841b2f38/playlist.m3u8
129,https://d862cp.cdnedge.live/file/avple-images/hls/620c6397d0ea7c7d841b2f37/playlist.m3u8
130,https://d862cp.cdnedge.live/file/avple-images/hls/620b88afd0ea7c7d841b2f35/playlist.m3u8
131,https://e2fa6.cdnedge.live/file/avple-images/hls/620b8836d0ea7c7d841b2f34/playlist.m3u8
132,https://10j99.cdnedge.live/file/avple-images/hls/620b87fdd0ea7c7d841b2f33/playlist.m3u8
133,https://w9n76.cdnedge.live/file/avple-images/hls/620b8746b9ba4c5adad0e27e/playlist.m3u8
134,https://q2cyl7.cdnedge.live/file/avple-images/hls/620b87fcd0ea7c7d841b2f32/playlist.m3u8
135,https://1xp60.cdnedge.live/file/avple-images/hls/6209b467f074eb1e0fe62719/playlist.m3u8
136,https://1xp60.cdnedge.live/file/avple-images/hls/6209b51af074eb1e0fe6271b/playlist.m3u8
137,https://1xp60.cdnedge.live/file/avple-images/hls/6209b63ac06a441e168f7d16/playlist.m3u8
138,https://e2fa6.cdnedge.live/file/avple-images/hls/6209b4def074eb1e0fe6271a/playlist.m3u8
139,https://w9n76.cdnedge.live/file/avple-images/hls/6209b3eef074eb1e0fe62717/playlist.m3u8
140,https://1xp60.cdnedge.live/file/avple-images/hls/6209b42bf074eb1e0fe62718/playlist.m3u8



【麻豆映画10】,#genre#
01,https://w9n76.cdnedge.live/file/avple-images/hls/6206efe3c6e4cd6e597c7185/playlist.m3u8
02,https://je40u.cdnedge.live/file/avple-images/hls/6206efa6c6e4cd6e597c7184/playlist.m3u8
03,https://u89ey.cdnedge.live/file/avple-images/hls/6205a47ad69d37216eb636de/playlist.m3u8
04,https://w9n76.cdnedge.live/file/avple-images/hls/6205a3c6d69d37216eb636dd/playlist.m3u8
